Sr. No.,Company Name,Job Title,Salaries Reported,Location,Salary,Average Salary,Weighted Average Salary,Median Salary,Level,Years of Exp
3412,Siddharth Technologies,Data Engineer,1,Hyderabad,50366,91378,90929,67758,Junior,1-6
3413,infrasoft technologies,Data Engineer,1,Hyderabad,58000,91422,90968,67758,Junior,1-6
3414,Collins Aerospace,Data Engineer,1,Hyderabad,57500,91458,90999,67758,Junior,1-6
3415,TEKsystems,Data Engineer,1,Hyderabad,90439,91495,91031,67758,Junior,1-6
3416,NTT DATA,Data Engineer,1,Hyderabad,52345,91496,91032,67758,Junior,1-6
3417,Aspion Technologies,Data Engineer,1,Hyderabad,66176,91539,91068,67758,Junior,1-6
3418,Cognizant Technology Solutions,Data Engineer,1,Hyderabad,622708,91566,91092,67844,Senior,15-25
3419,XYZ (Turkey),Data Engineer,1,Hyderabad,300000,90989,90584,67758,Mid,15-25
3420,WE 4 IT Services,Data Engineer,1,Hyderabad,48234,90762,90383,67758,Junior,1-6
3421,ProArch,Data Engineer,1,Hyderabad,125153,90809,90423,67758,Mid,7-14
3422,Google,Data Engineer,1,Hyderabad,45000,90771,90390,67758,Junior,1-6
3423,PepsiCo,Data Engineer,1,Hyderabad,121077,90821,90434,67758,Mid,7-14
3424,Novartis,Data Engineer,1,Hyderabad,30822,90788,90404,67758,Junior,1-6
3425,University of Hyderabad,Data Engineer,1,Hyderabad,66779,90854,90462,67758,Junior,1-6
3426,rvdfgdfvd,Data Engineer,1,Hyderabad,43312,90880,90485,67844,Junior,1-6
3427,IdeaSpark,Data Engineer,1,Hyderabad,101637,90932,90530,67929,Mid,7-14
3428,ITC Infotech,Data Engineer,1,Hyderabad,134000,90920,90519,67844,Mid,7-14
3429,CGI,Data Engineer,1,Hyderabad,49434,90873,90477,67758,Junior,1-6
3430,Persistent Systems,Data Engineer,1,Hyderabad,49726,90918,90517,67844,Junior,1-6
3431,PrimEra Medical Technologies,Data Engineer,1,Hyderabad,50000,90964,90557,67929,Junior,1-6
3432,BizViz Technologies,Data Engineer,1,Hyderabad,50711,91009,90596,68046,Junior,1-6
3433,Croyant Software Technologies,Data Engineer,1,Hyderabad,62158,91053,90635,68162,Junior,1-6
3434,Tata Consultancy Services,Data Engineer,1,Hyderabad,35314,91085,90663,68176,Junior,1-6
3435,Tiger Analytics,Data Engineer,1,Hyderabad,151346,91147,90717,68190,Mid,7-14
3436,Ramesh Tondon,Data Engineer,1,Hyderabad,56400,91080,90658,68176,Junior,1-6
3437,Neudesic,Data Engineer,1,Hyderabad,161173,91119,90691,68190,Mid,7-14
3438,AROHA TECHNOLOGIES,Data Engineer,1,Hyderabad,62158,91041,90622,68176,Junior,1-6
3439,Zen3 Infosolutions,Data Engineer,1,Hyderabad,103597,91073,90650,68190,Mid,7-14
3440,Gramener,Data Engineer,1,Hyderabad,155395,91059,90637,68176,Mid,7-14
3441,ServiceNow,Data Engineer,1,Hyderabad,337929,90988,90573,68162,Mid,15-25
3442,Google,Data Engineer,1,Hyderabad,223980,90713,90330,68046,Mid,7-14
3443,HSB Group,Data Engineer,1,Hyderabad,51582,90564,90198,67929,Junior,1-6
3444,Joany,Data Engineer,1,Hyderabad,55953,90608,90236,68046,Junior,1-6
3445,SAAS Staffing Solutions,Data Engineer,1,Hyderabad,42921,90646,90270,68162,Junior,1-6
3446,Apple,Data Engineer,1,Hyderabad,147235,90700,90317,68176,Mid,7-14
3447,Salesforce,Data Engineer,1,Hyderabad,100897,90636,90261,68162,Mid,7-14
3448,CoreCompete,Data Engineer,1,Hyderabad,119136,90625,90250,68046,Mid,7-14
3449,Dataflix,Data Engineer,1,Hyderabad,36175,90593,90221,67929,Junior,1-6
3450,Avnitr,Data Engineer,1,Hyderabad,56431,90654,90275,68046,Junior,1-6
3451,Codecsoft IT Services,Data Engineer,1,Hyderabad,62894,90692,90309,68162,Junior,1-6
3452,Byteridge Software,Data Engineer,1,Hyderabad,150000,90724,90336,68176,Mid,7-14
3453,Landmark IT Solutions,Data Engineer,1,Hyderabad,156289,90657,90277,68162,Mid,7-14
3454,DBS Asia Hub 2,Data Engineer,1,Hyderabad,85415,90583,90210,68046,Junior,1-6
3455,IBM,Data Engineer,1,Hyderabad,42000,90589,90215,67929,Junior,1-6
3456,PayPal,Data Engineer,1,Hyderabad,103597,90644,90264,68046,Mid,7-14
3457,Tata Consultancy Services,Data Engineer,22,New Delhi,64954,90629,90250,67929,Junior,1-6
3458,IBM,Data Engineer,10,New Delhi,60147,90658,90276,68046,Junior,1-6
3459,dunnhumby,Data Engineer,8,New Delhi,132057,90693,90306,68162,Mid,7-14
3460,Amazon,Data Engineer,7,New Delhi,111519,90646,90264,68046,Mid,7-14
3461,LTI,Data Engineer,7,New Delhi,50244,90622,90242,67929,Junior,1-6
3462,Paytm,Data Engineer,7,New Delhi,119679,90668,90283,68046,Mid,7-14
3463,Genpact,Data Engineer,5,New Delhi,38178,90635,90253,67929,Junior,1-6
3464,NCR,Data Engineer,5,New Delhi,62576,90695,90306,68046,Junior,1-6
3465,Decision Point,Data Engineer,4,New Delhi,43053,90727,90334,68162,Junior,1-6
3466,Coforge,Data Engineer,4,New Delhi,155593,90781,90382,68176,Mid,7-14
3467,Lumiq (India),Data Engineer,4,New Delhi,50118,90707,90316,68162,Junior,1-6
3468,Fractal,Data Engineer,4,New Delhi,116505,90754,90357,68176,Mid,7-14
3469,NatWest Group,Data Engineer,4,New Delhi,314149,90724,90330,68162,Mid,15-25
3470,Ameriprise,Data Engineer,4,New Delhi,81391,90467,90101,68046,Junior,1-6
3471,Intelegencia,Data Engineer,3,New Delhi,87039,90478,90110,67929,Junior,1-6
3472,MakeMyTrip,Data Engineer,3,New Delhi,120456,90482,90114,67844,Mid,7-14
3473,Capgemini,Data Engineer,3,New Delhi,120000,90447,90082,67758,Mid,7-14
3474,Innovaccer,Data Engineer,3,New Delhi,44747,90413,90052,67758,Junior,1-6
3475,nThrive,Data Engineer,3,New Delhi,83775,90466,90098,67758,Junior,1-6
3476,OYO,Data Engineer,3,New Delhi,110000,90474,90105,67758,Mid,7-14
3477,Nokia,Data Engineer,3,New Delhi,100000,90451,90084,67758,Mid,7-14
3478,Elucidata (MA),Data Engineer,3,New Delhi,69035,90440,90074,67758,Junior,1-6
3479,Mastercard,Data Engineer,3,New Delhi,164878,90465,90096,67758,Mid,7-14
3480,EXL Service,Data Engineer,3,New Delhi,64493,90378,90018,67603,Junior,1-6
3481,Optum,Data Engineer,3,New Delhi,110806,90408,90045,67758,Mid,7-14
3482,Nagarro,Data Engineer,2,New Delhi,52670,90385,90023,67603,Junior,1-6
3483,UnitedHealth Group,Data Engineer,2,New Delhi,94719,90429,90062,67758,Junior,1-6
3484,ZS Associates,Data Engineer,2,New Delhi,88369,90424,90057,67603,Junior,1-6
3485,Skuad,Data Engineer,2,New Delhi,58526,90426,90059,67448,Junior,1-6
3486,Accenture,Data Engineer,2,New Delhi,69253,90463,90092,67603,Junior,1-6
3487,Webhelp,Data Engineer,2,New Delhi,91632,90488,90114,67448,Junior,1-6
3488,Atlan,Data Engineer,2,New Delhi,133126,90487,90112,67348,Mid,7-14
3489,Lumen,Data Engineer,2,New Delhi,69946,90437,90067,67248,Junior,1-6
3490,Zomato,Data Engineer,2,New Delhi,316298,90461,90088,67209,Mid,15-25
3491,Optum Global Solutions,Data Engineer,2,New Delhi,98653,90195,89851,67169,Junior,1-6
3492,Octro,Data Engineer,2,New Delhi,85602,90185,89841,67145,Junior,1-6
3493,MapmyIndia,Data Engineer,2,New Delhi,47078,90190,89846,67121,Junior,1-6
3494,Fidelity Investments,Data Engineer,2,New Delhi,106208,90241,89891,67145,Mid,7-14
3495,IHS Markit,Data Engineer,2,New Delhi,91727,90222,89874,67121,Junior,1-6
3496,Evalueserve,Data Engineer,2,New Delhi,83852,90221,89872,67016,Junior,1-6
3497,Tokopedia,Data Engineer,2,New Delhi,136440,90228,89878,66911,Mid,7-14
3498,Freelancer,Data Engineer,2,New Delhi,127101,90173,89829,66845,Mid,7-14
3499,Axtria,Data Engineer,2,New Delhi,47000,90129,89789,66779,Junior,1-6
3500,TO THE NEW,Data Engineer,2,New Delhi,64137,90181,89835,66845,Junior,1-6
3501,Q3 Technologies,Data Engineer,2,New Delhi,75932,90212,89862,66911,Junior,1-6
3502,Urban Company,Data Engineer,2,New Delhi,158990,90229,89877,66845,Mid,7-14
3503,Maven Wave Partners,Data Engineer,2,New Delhi,137726,90147,89803,66779,Mid,7-14
3504,HCL Technologies,Data Engineer,2,New Delhi,35821,90090,89752,66684,Junior,1-6
3505,Accenture,Data Engineer,2,New Delhi,97209,90155,89810,66779,Junior,1-6
3506,Tech Mahindra,Data Engineer,2,New Delhi,54080,90146,89802,66684,Junior,1-6
3507,Cognizant Technology Solutions,Data Engineer,2,New Delhi,90990,90190,89840,66779,Junior,1-6
3508,Google,Data Engineer,2,New Delhi,73651,90189,89839,66684,Junior,1-6
3509,Confidential,Data Engineer,1,New Delhi,763105,90209,89856,66588,Senior,15-25
3510,Guardian Life,Data Engineer,1,New Delhi,51882,89398,89131,66544,Junior,1-6
3511,Busigence Technologies,Data Engineer,1,New Delhi,46378,89443,89171,66588,Junior,1-6
3512,Inference Labs,Data Engineer,1,New Delhi,67758,89495,89217,66684,Junior,1-6
3513,Tata Consultancy Services (North America),Data Engineer,1,New Delhi,50180,89521,89241,66588,Junior,1-6
3514,Ankaha,Data Engineer,1,New Delhi,45000,89569,89283,66684,Junior,1-6
3515,Innovaccer,Data Engineer,1,New Delhi,44330,89623,89331,66779,Junior,1-6
3516,Delhivery,Data Engineer,1,New Delhi,141256,89678,89380,66845,Mid,7-14
3517,CTU,Data Engineer,1,New Delhi,54027,89615,89323,66779,Junior,1-6
3518,MediaAgility,Data Engineer,1,New Delhi,45814,89659,89362,66845,Junior,1-6
3519,CloudPrisma,Data Engineer,1,New Delhi,36176,89712,89409,66911,Junior,1-6
3520,Bank of America,Data Engineer,1,New Delhi,150732,89777,89467,67016,Mid,7-14
3521,Adglobal360,Data Engineer,1,New Delhi,106912,89703,89400,66911,Mid,7-14
3522,PYRO,Data Engineer,1,New Delhi,42745,89682,89381,66845,Junior,1-6
3523,Hexaware Technologies,Data Engineer,1,New Delhi,73579,89739,89432,66911,Junior,1-6
3524,Advanced Infrastructure Engineering,Data Engineer,1,New Delhi,36322,89759,89450,66845,Junior,1-6
3525,Gartner,Data Engineer,1,New Delhi,62471,89825,89508,66911,Junior,1-6
3526,LUMIQ,Data Engineer,1,New Delhi,32246,89858,89538,67016,Junior,1-6
3527,i2e Consulting,Data Engineer,1,New Delhi,104446,89929,89601,67121,Mid,7-14
3528,AI Touch,Data Engineer,1,New Delhi,68162,89911,89585,67016,Junior,1-6
3529,S&P Global,Data Engineer,1,New Delhi,123055,89938,89608,66911,Mid,7-14
3530,Valiance Solutions,Data Engineer,1,New Delhi,121077,89897,89571,66845,Mid,7-14
3531,Unified Healthcare Group,Data Engineer,1,New Delhi,84464,89859,89536,66779,Junior,1-6
3532,MedTourEasy,Data Engineer,1,New Delhi,54993,89865,89542,66684,Junior,1-6
3533,Rahul Infotech,Data Engineer,1,New Delhi,40000,89909,89581,66779,Junior,1-6
3534,American Management Association,Data Engineer,1,New Delhi,56605,89970,89636,66845,Junior,1-6
3535,PwC,Data Engineer,1,New Delhi,36719,90012,89673,66911,Junior,1-6
3536,Ericsson IT Solutions & Services,Data Engineer,1,New Delhi,152714,90078,89732,67016,Mid,7-14
3537,Faintel,Data Engineer,1,New Delhi,48087,90000,89661,66911,Junior,1-6
3538,Essentia SoftServ,Data Engineer,1,New Delhi,56000,90052,89708,67016,Junior,1-6
3539,Concirrus,Data Engineer,1,New Delhi,62002,90095,89746,67121,Junior,1-6
3540,Software Data (India),Data Engineer,1,New Delhi,50904,90130,89777,67145,Junior,1-6
3541,naidu,Data Engineer,1,New Delhi,125789,90179,89820,67169,Mid,7-14
3542,Atlan,Data Engineer,1,New Delhi,59340,90135,89780,67145,Junior,1-6
3543,Capgemini Invent,Data Engineer,1,New Delhi,124316,90173,89814,67169,Mid,7-14
3544,Marks & Spencer,Data Engineer,1,New Delhi,82877,90130,89775,67145,Junior,1-6
3545,ParallelDots,Data Engineer,1,New Delhi,58863,90139,89783,67121,Junior,1-6
3546,Josh Technology Group,Data Engineer,1,New Delhi,72216,90179,89818,67145,Junior,1-6
3547,Team Computers,Data Engineer,1,New Delhi,42308,90201,89838,67121,Junior,1-6
3548,OLX Group,Data Engineer,1,New Delhi,364418,90262,89892,67145,Mid,15-25
3549,Baker Hughes,Data Engineer,1,New Delhi,56939,89915,89580,67121,Junior,1-6
3550,Deloitte,Data Engineer,1,New Delhi,100488,89957,89617,67145,Mid,7-14
3551,Incubit,Data Engineer,1,New Delhi,245265,89944,89605,67121,Mid,7-14
3552,Saurav pandey,Data Engineer,1,New Delhi,80000,89747,89427,67016,Junior,1-6
3553,McKinsey Knowledge Center,Data Engineer,1,New Delhi,166591,89759,89438,66911,Mid,7-14
3554,Anonymous Content,Data Engineer,1,New Delhi,46195,89661,89349,66845,Junior,1-6
3555,RiM LaS,Data Engineer,1,New Delhi,30821,89717,89399,66911,Junior,1-6
3556,Waqar Ahmed,Data Engineer,1,New Delhi,60000,89792,89466,67016,Junior,1-6
3557,STMicroelectronics,Data Engineer,1,New Delhi,37483,89830,89500,67121,Junior,1-6
3558,PeopleStrong Technologies,Data Engineer,1,New Delhi,48203,89897,89560,67145,Junior,1-6
3559,Snapdeal,Data Engineer,1,New Delhi,123055,89950,89608,67169,Mid,7-14
3560,MothersonSumi INfotech and Designs,Data Engineer,1,New Delhi,77503,89908,89569,67145,Junior,1-6
3561,BÃ¤ckerei-Conditorei Fleischli,Data Engineer,1,New Delhi,124223,89924,89583,67121,Mid,7-14
3562,Impressico Business Solutions,Data Engineer,1,New Delhi,60293,89880,89543,67016,Junior,1-6
3563,Connaizen Software,Data Engineer,1,New Delhi,226578,89918,89577,67121,Mid,7-14
3564,Olcademy,Data Engineer,1,New Delhi,30400,89741,89418,67016,Junior,1-6
3565,NLB Services,Data Engineer,1,New Delhi,180879,89818,89486,67121,Mid,7-14
3566,HT Media,Data Engineer,1,New Delhi,60292,89700,89380,67016,Junior,1-6
3567,RedCarpet,Data Engineer,1,New Delhi,49381,89738,89414,67121,Junior,1-6
3568,Chandigarh Group,Data Engineer,1,New Delhi,49547,89791,89460,67145,Junior,1-6
3569,Bobble Keyboard,Data Engineer,1,New Delhi,40429,89843,89507,67169,Junior,1-6
3570,Beam Suntory,Data Engineer,1,New Delhi,147842,89907,89565,67209,Mid,7-14
3571,Super Highway Labs,Data Engineer,1,New Delhi,366514,89832,89496,67169,Mid,15-25
3572,Yogesh Chandra Pant,Data Engineer,1,New Delhi,61838,89471,89171,67145,Junior,1-6
3573,GNA Serveis TelemÃ tics,Data Engineer,1,New Delhi,57362,89508,89203,67169,Junior,1-6
3574,ASSAD,Data Engineer,1,New Delhi,51798,89549,89240,67209,Junior,1-6
3575,American Express,Data Engineer,1,New Delhi,160000,89599,89285,67248,Mid,7-14
3576,Accenture,Data Engineer,1,New Delhi,52412,89507,89201,67209,Junior,1-6
3577,DXC Technology,Data Engineer,1,New Delhi,90439,89555,89245,67248,Junior,1-6
3578,Analytics Vidhya,Data Engineer,1,New Delhi,151395,89554,89243,67209,Mid,7-14
3579,Konkasoft,Data Engineer,1,New Delhi,40048,89473,89169,67169,Junior,1-6
3580,Unifytech,Data Engineer,1,New Delhi,112930,89538,89228,67209,Mid,7-14
3581,J.P. Morgan,Data Engineer,1,New Delhi,122171,89507,89199,67169,Mid,7-14
3582,EY,Data Engineer,1,New Delhi,46961,89464,89160,67145,Junior,1-6
3583,Boston Scientific,Data Engineer,1,New Delhi,270710,89520,89211,67169,Mid,7-14
3584,Tech Data,Data Engineer,1,New Delhi,36176,89280,88993,67145,Junior,1-6
3585,Gemini Solutions,Data Engineer,1,New Delhi,90439,89351,89057,67169,Junior,1-6
3586,Sharda University,Data Engineer,1,New Delhi,44529,89349,89055,67145,Junior,1-6
3587,FDS,Data Engineer,1,New Delhi,120000,89409,89109,67169,Mid,7-14
3588,Gemini Solutions,Data Engineer,1,New Delhi,58000,89368,89071,67145,Junior,1-6
3589,HP Inc.,Data Engineer,1,New Delhi,35170,89410,89109,67169,Junior,1-6
3590,hvjhv,Data Engineer,1,New Delhi,81447,89482,89174,67209,Junior,1-6
3591,PlaySimple Games,Data Engineer,1,New Delhi,30000,89493,89183,67169,Junior,1-6
3592,Goals101,Data Engineer,1,New Delhi,154107,89573,89255,67209,Mid,7-14
3593,Wipro Digital,Data Engineer,1,New Delhi,86267,89486,89176,67169,Junior,1-6
3594,Dell Technologies,Data Engineer,1,New Delhi,200000,89490,89180,67145,Mid,7-14
3595,Atos-Syntel,Data Engineer,1,New Delhi,93834,89342,89045,67121,Junior,1-6
3596,Datopic,Data Engineer,1,New Delhi,73535,89336,89039,67016,Junior,1-6
3597,Publicis Sapient,Data Engineer,1,New Delhi,250000,89357,89058,66911,Mid,7-14
3598,Adobe,Data Engineer,1,New Delhi,41383,89141,88862,66845,Junior,1-6
3599,Anonymous,Data Engineer,1,New Delhi,40293,89205,88920,66911,Junior,1-6
3600,Dew Solutions,Data Engineer,1,New Delhi,148970,89271,88979,67016,Mid,7-14
3601,Xceedance,Data Engineer,1,New Delhi,150682,89191,88906,66911,Mid,7-14
3602,LinkedIn,Data Engineer,1,New Delhi,128834,89107,88830,66845,Mid,7-14
3603,Prateek Mishra,Data Engineer,1,New Delhi,37545,89053,88780,66779,Junior,1-6
3604,DAAS Labs,Data Engineer,1,New Delhi,37545,89123,88844,66845,Junior,1-6
3605,IFI Techsolutions,Data Engineer,1,New Delhi,30000,89194,88907,66911,Junior,1-6
3606,TEKsystems,Data Engineer,1,New Delhi,164380,89274,88980,67016,Mid,7-14
3607,Flipkart,Data Engineer,1,New Delhi,96739,89172,88886,66911,Junior,1-6
3608,Northcorp Software,Data Engineer,1,New Delhi,57897,89161,88877,66845,Junior,1-6
3609,None of Your Business Boutique,Data Engineer,1,New Delhi,245265,89204,88915,66911,Mid,7-14
3610,Asian Oilfield Services,Data Engineer,1,New Delhi,220738,88990,88721,66845,Mid,7-14
3611,HARMAN,Data Engineer,1,New Delhi,162895,88810,88556,66779,Mid,7-14
3612,Sama Technology,Data Engineer,1,New Delhi,221074,88708,88463,66684,Mid,7-14
3613,Srijan Technologies,Data Engineer,1,New Delhi,86436,88526,88298,66588,Junior,1-6
3614,IndiaLends,Data Engineer,1,New Delhi,37326,88529,88300,66544,Junior,1-6
3615,Diverse Lynx,Data Engineer,1,New Delhi,107488,88599,88364,66588,Mid,7-14
3616,Rackspace Technology,Data Engineer,1,New Delhi,154748,88573,88340,66544,Mid,7-14
3617,Metaswitch,Data Engineer,1,New Delhi,53312,88482,88256,66500,Junior,1-6
3618,Absolutdata,Data Engineer,1,New Delhi,52147,88530,88300,66544,Junior,1-6
3619,Coforge Senior,Data Engineer,17,New Delhi,147625,88581,88346,66588,Mid,7-14
3620,Quantiphi,Data Engineer,40,Mumbai,73006,88499,88271,66544,Junior,1-6
3621,LTI,Data Engineer,33,Mumbai,50000,88520,88290,66500,Junior,1-6
3622,Tata Consultancy Services,Data Engineer,19,Mumbai,50000,88574,88339,66544,Junior,1-6
3623,Jio,Data Engineer,9,Mumbai,53012,88628,88388,66588,Junior,1-6
3624,Fractal,Data Engineer,7,Mumbai,110000,88678,88433,66684,Mid,7-14
3625,Accenture,Data Engineer,7,Mumbai,63000,88648,88405,66588,Junior,1-6
3626,Mactores,Data Engineer,5,Mumbai,54234,88684,88438,66684,Junior,1-6
3627,Capgemini,Data Engineer,5,Mumbai,69574,88732,88481,66779,Junior,1-6
3628,Deloitte,Data Engineer,4,Mumbai,74403,88759,88505,66684,Junior,1-6
3629,IBM,Data Engineer,3,Mumbai,101809,88779,88523,66588,Mid,7-14
3630,Exponentia DataLabs,Data Engineer,3,Mumbai,62158,88761,88506,66544,Junior,1-6
3631,Reliance Industries,Data Engineer,3,Mumbai,64493,88798,88540,66588,Junior,1-6
3632,Morgan Stanley,Data Engineer,2,Mumbai,90968,88833,88571,66684,Junior,1-6
3633,Bank of America,Data Engineer,2,Mumbai,92848,88830,88568,66588,Junior,1-6
3634,TCS,Data Engineer,2,Mumbai,45989,88824,88563,66544,Junior,1-6
3635,PwC,Data Engineer,2,Mumbai,107756,88885,88618,66588,Mid,7-14
3636,GEP,Data Engineer,2,Mumbai,132147,88858,88593,66544,Mid,7-14
3637,Lumiq (India),Data Engineer,2,Mumbai,79585,88796,88536,66500,Junior,1-6
3638,IFI Techsolutions,Data Engineer,2,Mumbai,35315,88809,88548,66469,Junior,1-6
3639,HP Inc.,Data Engineer,2,Mumbai,36264,88886,88617,66500,Junior,1-6
3640,Quantiphi,Data Engineer,2,Mumbai,61315,88961,88685,66544,Junior,1-6
3641,Testbook.com,Data Engineer,2,Mumbai,61251,89000,88721,66588,Junior,1-6
3642,General Mills,Data Engineer,1,Mumbai,33150,89040,88757,66684,Junior,1-6
3643,Goldman Sachs,Data Engineer,1,Mumbai,397706,89120,88830,66779,Mid,15-25
3644,PayU,Data Engineer,1,Mumbai,51594,88677,88425,66684,Junior,1-6
3645,Fractal,Data Engineer,1,Mumbai,123098,88730,88473,66779,Mid,7-14
3646,Tata Consultancy Services (North America),Data Engineer,1,Mumbai,100000,88681,88428,66684,Mid,7-14
3647,TCG DIGITAL,Data Engineer,1,Mumbai,52456,88665,88412,66588,Junior,1-6
3648,Enovate Skill,Data Engineer,1,Mumbai,40620,88717,88460,66684,Junior,1-6
3649,DAT Engineering,Data Engineer,1,Mumbai,56224,88786,88523,66779,Junior,1-6
3650,Team Computers,Data Engineer,1,Mumbai,31105,88834,88566,66845,Junior,1-6
3651,Fundnel,Data Engineer,1,Mumbai,61899,88917,88642,66911,Junior,1-6
3652,Mactores,Data Engineer,1,Mumbai,52976,88957,88678,67016,Junior,1-6
3653,Advisory Board,Data Engineer,1,Mumbai,41438,89009,88725,67121,Junior,1-6
3654,NGDATA,Data Engineer,1,Mumbai,155525,89078,88788,67145,Mid,7-14
3655,Colgate-Palmolive,Data Engineer,1,Mumbai,51594,88981,88699,67121,Junior,1-6
3656,AmyGB,Data Engineer,1,Mumbai,48820,89036,88749,67145,Junior,1-6
3657,Sunrise Senior Living,Data Engineer,1,Mumbai,50000,89095,88802,67169,Junior,1-6
3658,Cogoport,Data Engineer,1,Mumbai,200000,89152,88854,67209,Mid,7-14
3659,Cipla,Data Engineer,1,Mumbai,108800,88990,88705,67169,Mid,7-14
3660,Quantiphi,Data Engineer,1,Mumbai,47600,88960,88678,67145,Junior,1-6
3661,Tata Consultancy Services,Data Engineer,1,Mumbai,84615,89021,88733,67169,Junior,1-6
3662,Christian College of Engineering & Technology (CCET),Data Engineer,1,Mumbai,52328,89028,88739,67145,Junior,1-6
3663,Course5 Intelligence,Data Engineer,1,Mumbai,55478,89082,88788,67169,Junior,1-6
3664,TDL,Data Engineer,1,Mumbai,151100,89132,88833,67209,Mid,7-14
3665,TeamLease Staffing Solutions,Data Engineer,1,Mumbai,57352,89040,88749,67169,Junior,1-6
3666,Tata Consultancy Services,Data Engineer,1,Mumbai,35436,89087,88791,67209,Junior,1-6
